,address,propery_type,rooms,floor,square_foot,price,sector,block,property,day,month,year
4782,יעקובזון 4,1,5.0,2,116.98,2100000,3939,523,7,08,08,2017
4783,יעקובזון 4,1,5.0,2,116.98,809000,3939,523,7,14,02,2001
4784,הסמדר 10,1,5.0,4,133.3,2750000,5038,2,50,07,08,2017
4785,הסמדר 10,1,5.0,4,133.3,1364000,5038,2,50,15,08,2002
4787,האפרסק 26,6,6.0,0,137.85,2600000,4243,443,1,06,08,2017
4788,האפרסק 26,6,6.0,0,137.85,1059000,4243,443,1,03,10,2003
4794,שרירא שמואל 3,1,6.0,9,126.74,2075000,6286,157,25,03,08,2017
4795,שרירא שמואל 3,1,6.0,9,126.74,1690000,6286,157,25,28,06,2010
4799,לובמן חביב 1,3,5.0,4,119.52,2217000,3937,113,7,02,08,2017
4800,לובמן חביב 1,3,5.0,4,119.52,769000,3937,113,7,24,02,1999
4805,המלחים 4,1,5.0,12,115.9,3070000,4746,7,50,25,07,2017
4806,המלחים 4,1,5.0,12,115.9,2085000,4746,7,50,10,11,2011
4809,נגבה 30,3,5.0,9,110.0,2630000,5387,70,34,24,07,2017
4810,נגבה 30,3,5.0,9,110.0,1851000,5387,70,34,01,04,2011
4811,עין דור 1,1,5.0,1,145.1,2150000,6286,312,24,24,07,2017
4812,עין דור 1,1,5.0,1,145.1,1615000,6286,312,24,27,03,2012
4819,אברבנאל 4,1,5.0,4,123.23,1850000,3930,379,30,19,07,2017
4820,אברבנאל 4,1,5.0,4,123.23,1300000,3930,379,30,14,08,2011
4821,אברבנאל 4,1,5.0,4,123.23,752000,3930,379,30,12,12,2006
4824,הזמורה 15,1,5.0,3,125.1,2300000,5039,39,11,17,07,2017
4825,הזמורה 15,1,5.0,3,125.1,1025000,5039,39,11,26,02,2001
4826,חיל התותחנים 7,1,5.0,9,136.85,2425000,2704,55,37,17,07,2017
4827,חיל התותחנים 7,1,5.0,9,136.85,1775000,2704,55,37,10,05,2012
4828,חיל התותחנים 7,1,5.0,9,136.85,2418000,2704,55,37,20,06,2011
4831,"רש""י 47",1,5.0,1,116.5,1810000,3930,195,2,16,07,2017
4832,"רש""י 47",1,5.0,1,116.5,1500000,3930,195,2,14,12,2014
4839,הנופר 16,3,5.0,6,114.04,2300000,5036,121,40,12,07,2017
4840,הנופר 16,3,5.0,6,114.04,1460000,5036,121,40,15,07,2009
4858,השומר 16,1,5.0,6,116.4,2030000,3930,572,69,09,07,2017
4859,השומר 16,1,5.0,6,116.4,984000,3930,572,69,19,07,2004
4864,יערי מאיר 4,2,7.0,0,127.11,2660000,6288,90,6,06,07,2017
4865,יערי מאיר 4,2,7.0,0,127.11,1850000,6288,90,6,11,11,2011
4866,האלוף דוד 17,1,5.0,9,142.1,3685000,3946,411,33,06,07,2017
4867,האלוף דוד 17,1,5.0,9,142.1,3078000,3946,411,33,15,10,2013
4872,הרב שלינקה יצחק 6,1,5.0,2,127.0,2455000,7373,73,7,05,07,2017
4873,הרב שלינקה יצחק 6,1,5.0,2,127.0,1700000,7373,73,7,19,08,2010
4874,הרב שלינקה יצחק 6,1,5.0,2,127.0,2070000,7373,73,7,24,02,2010
4878,הקלרנית 5,1,5.0,2,112.94,2145000,5183,33,7,04,07,2017
4879,הקלרנית 5,1,5.0,2,112.94,914000,5183,33,7,09,02,1999
4884,"מיש""ר 2",1,5.5,9,142.0,3150000,3946,409,33,03,07,2017
4885,"מיש""ר 2",1,5.5,9,142.0,2289000,3946,409,33,03,09,2013
4888,העסיס 19,1,5.0,6,96.6,1938000,5038,10,64,02,07,2017
4889,העסיס 19,1,5.0,6,96.6,1375000,5038,10,64,15,06,2010
4891,אלקבץ 7,1,5.0,4,120.4,2200000,5114,40,15,30,06,2017
4892,אלקבץ 7,1,5.0,4,120.4,1093000,5114,40,15,25,05,2001
4902,האלוף דוד 17,1,5.0,9,125.4,2610000,3946,411,36,27,06,2017
4903,האלוף דוד 17,1,5.0,9,125.4,1993000,3946,411,36,26,12,2011
4942,אלקבץ 13,1,5.0,9,109.92,2400000,5114,41,34,19,06,2017
4943,אלקבץ 13,1,5.0,9,109.92,810000,5114,41,34,10,11,1998
4944,החרמון 24,2,6.0,0,158.06,3500000,3923,395,1,19,06,2017
4945,החרמון 24,2,6.0,0,158.06,2950000,3923,395,1,03,09,2015
4953,ז'בוטינסקי 7,1,5.0,5,124.91,1900000,3926,876,23,15,06,2017
4954,ז'בוטינסקי 7,1,5.0,5,124.91,1368000,3926,876,23,13,04,2016
4957,סמילנסקי 13,1,5.0,1,104.48,2400000,3936,276,1,13,06,2017
4958,סמילנסקי 13,1,5.0,1,104.48,1180000,3936,276,1,01,11,2007
4959,דרובין יואל 27,1,5.0,4,124.56,2300000,3926,719,7,13,06,2017
4960,דרובין יואל 27,1,5.0,4,124.56,1925000,3926,719,7,31,03,2015
4970,בן אליעזר 25,1,5.0,3,105.51,1840000,3926,1087,5,08,06,2017
4971,בן אליעזר 25,1,5.0,3,105.51,875000,3926,1087,5,21,05,1998
4972,ברנשטיין 31,1,5.0,6,128.9,1840000,6287,219,24,08,06,2017
4973,ברנשטיין 31,1,5.0,6,128.9,852000,6287,219,24,18,05,2003
4974,ברנשטיין 31,1,5.0,6,128.9,760000,6287,219,24,28,08,1998
4975,כצנלסון 60,1,5.0,2,115.55,2450000,3945,845,5,08,06,2017
4976,כצנלסון 60,1,5.0,2,115.55,1870000,3945,845,5,08,03,2010
4977,כצנלסון 60,1,5.0,2,115.55,1490000,3945,845,5,28,09,2008
4978,אורנבך אשר 4,1,5.0,5,105.0,2200000,7375,23,19,08,06,2017
4979,אורנבך אשר 4,1,5.0,5,105.0,1800000,7375,23,19,10,07,2012
4980,אורנבך אשר 4,1,5.0,5,105.0,1785000,7375,23,19,29,03,2011
4998,איתם 7,1,5.0,0,218.2,3750000,5386,73,1,29,05,2017
4999,איתם 7,1,5.0,0,218.2,1381000,5386,73,1,28,06,1998
5000,ימית 54,2,6.0,0,215.0,3150000,5385,62,1,29,05,2017
5001,ימית 54,2,6.0,0,215.0,1318000,5385,62,1,06,03,2001
5002,חיל התותחנים 26,1,5.0,10,136.15,3800000,2717,23,46,29,05,2017
5003,חיל התותחנים 26,1,5.0,10,136.15,2043000,2717,23,46,13,02,2005
5011,יהלום 21,2,7.0,0,186.97,3230000,4747,54,2,28,05,2017
5012,יהלום 21,2,7.0,0,186.97,1590000,4747,54,2,20,03,2008
5025,קצרין 53,1,6.0,0,221.0,3800000,5435,115,2,25,05,2017
5026,קצרין 53,1,6.0,0,221.0,2870000,5435,115,2,15,07,2010
5030,הרב שלינקה יצחק 3,1,5.0,7,126.37,2650000,7373,57,26,24,05,2017
5031,הרב שלינקה יצחק 3,1,5.0,7,126.37,1499000,7373,57,26,23,02,2009
5038,גארי בקר 2,2,6.0,0,262.46,4850000,5098,15,1,23,05,2017
5039,גארי בקר 2,2,6.0,0,262.46,1671000,5098,15,1,15,03,1999
5042,ניר דוד 21,4,5.0,1,145.61,2850000,5388,29,1,22,05,2017
5043,ניר דוד 21,4,5.0,1,145.61,1549000,5388,29,1,23,08,2006
5054,הרשקוביץ 1,1,5.0,2,111.49,2500000,7373,55,8,19,05,2017
5055,הרשקוביץ 1,1,5.0,2,111.49,1500000,7373,55,8,03,12,2012
5056,הרשקוביץ 1,1,5.0,2,111.49,1723000,7373,55,8,25,10,2009
5057,גלילי ישראל 19,1,5.0,9,130.0,2980000,3946,412,101,18,05,2017
5058,גלילי ישראל 19,1,5.0,9,130.0,2880000,3946,412,101,21,07,2016
5067,שפירא צבי הרמן 4,3,5.0,4,108.15,2050000,3928,183,7,14,05,2017
5068,שפירא צבי הרמן 4,3,5.0,4,108.15,1003000,3928,183,7,24,07,2006
5069,הכורמים 9,1,5.0,6,117.0,2325000,5039,25,69,14,05,2017
5070,הכורמים 9,1,5.0,6,117.0,1425000,5039,25,69,12,11,2009
5072,מבצע קדש 11,2,6.0,4,243.16,3500000,3945,665,11,11,05,2017
5073,מבצע קדש 11,2,6.0,4,243.16,3050000,3945,665,11,22,05,2014
5074,מבצע קדש 11,2,6.0,4,243.16,1360000,3945,665,11,17,07,2008
5075,מבצע קדש 11,2,6.0,4,243.16,1179000,3945,665,11,02,07,2008
5076,אורנבך אשר 2,1,5.0,9,97.0,3825000,7375,24,31,11,05,2017
5077,אורנבך אשר 2,1,5.0,9,97.0,2500000,7375,24,31,21,01,2013
5078,אורנבך אשר 2,1,5.0,9,97.0,1615000,7375,24,31,06,11,2012
5090,הקישון 9,4,5.0,3,101.0,1820000,3926,1144,5,07,05,2017
5091,הקישון 9,4,5.0,3,101.0,827000,3926,1144,5,09,09,1998
5099,אלקבץ 7,1,5.0,7,120.4,2400000,5114,40,27,04,05,2017
5100,אלקבץ 7,1,5.0,7,120.4,1319000,5114,40,27,25,06,2002
5120,אורנבך אשר 4,1,5.0,7,130.0,2710000,7375,23,28,30,04,2017
5121,אורנבך אשר 4,1,5.0,7,130.0,2120000,7375,23,28,22,10,2012
5122,אורנבך אשר 4,1,5.0,7,130.0,2095000,7375,23,28,03,10,2012
5168,אופירה 15,1,7.0,0,224.0,3740000,5385,116,2,24,04,2017
5169,אופירה 15,1,7.0,0,224.0,2007000,5385,116,2,19,07,2006
5181,הרב גורן 3,1,5.0,6,121.11,2350000,5116,27,25,09,04,2017
5182,הרב גורן 3,1,5.0,6,121.11,2100000,5116,27,25,13,05,2014
5183,הרב גורן 3,1,5.0,6,121.11,1034000,5116,27,25,01,07,2003
5192,פנינת הים 21,2,5.0,0,175.1,3200000,4746,15,1,04,04,2017
5193,פנינת הים 21,2,5.0,0,175.1,1287000,4746,15,1,31,12,2003
5203,פישר אדמונד 13,2,6.0,0,179.02,3620000,5097,58,1,31,03,2017
5204,פישר אדמונד 13,2,6.0,0,179.02,1505000,5097,58,1,29,10,2006
5208,החמנית 28,2,7.0,0,165.46,2720000,4243,519,2,29,03,2017
5209,החמנית 28,2,7.0,0,165.46,1135000,4243,519,2,07,01,2004
5212,שפטל אריה 15,1,5.0,2,115.93,1925000,3926,1192,3,28,03,2017
5213,שפטל אריה 15,1,5.0,2,115.93,1099000,3926,1192,3,09,12,2002
5214,שפטל אריה 15,1,5.0,2,115.93,908000,3926,1192,3,03,04,1998
5215,האחים יעקובי 11,2,6.5,0,167.74,3200000,3927,170,1,28,03,2017
5216,האחים יעקובי 11,2,6.5,0,167.74,2815000,3927,170,1,04,02,2016
5222,אופירה 32,2,6.0,0,215.0,3600000,5385,108,4,23,03,2017
5223,אופירה 32,2,6.0,0,215.0,2900000,5385,108,4,10,10,2013
5224,אופירה 32,2,6.0,0,215.0,2000000,5385,108,4,03,10,2011
5225,אופירה 32,2,6.0,0,215.0,2000000,5385,108,4,29,06,2011
5226,אופירה 32,2,6.0,0,215.0,1510000,5385,108,4,01,12,1998
5235,אהרונוביץ 23,1,5.0,0,129.0,3100000,3945,357,1,20,03,2017
5236,אהרונוביץ 23,1,5.0,0,129.0,1148000,3945,357,1,17,05,2007
5237,ההתיישבות 51,1,5.0,0,123.0,2950000,6286,325,38,20,03,2017
5238,ההתיישבות 51,1,5.0,0,123.0,1860000,6286,325,38,26,07,2010
5241,הרב שלינקה יצחק 5,1,5.0,9,153.9,3400000,7373,61,30,19,03,2017
5242,הרב שלינקה יצחק 5,1,5.0,9,153.9,2550000,7373,61,30,05,06,2011
5256,הפסנתר 4,1,5.0,0,104.95,2400000,5182,14,27,15,03,2017
5257,הפסנתר 4,1,5.0,0,104.95,1384000,5182,14,27,17,12,2007
5258,סמילנסקי 8,1,5.0,3,108.51,2120000,3936,146,5,15,03,2017
5259,סמילנסקי 8,1,5.0,3,108.51,1260000,3936,146,5,16,06,2009
5267,הרב שלינקה יצחק 1,1,5.0,0,118.86,3310000,7373,56,2,07,03,2017
5268,הרב שלינקה יצחק 1,1,5.0,0,118.86,2055000,7373,56,2,11,10,2010
5273,הרב שלינקה יצחק 3,1,5.0,2,130.0,2335000,7373,57,8,05,03,2017
5274,הרב שלינקה יצחק 3,1,5.0,2,130.0,1314000,7373,57,8,22,02,2009
5276,רופין 8,1,5.0,7,119.9,1900000,3925,484,28,03,03,2017
5277,רופין 8,1,5.0,7,119.9,1135000,3925,484,28,04,09,2006
5283,התזמורת 28,1,6.0,6,145.0,2900000,5182,19,22,28,02,2017
5284,התזמורת 28,1,6.0,6,145.0,1950000,5182,19,22,04,09,2008
5285,בשארי סעדיה ויוסף 8,1,5.0,2,122.94,2780000,7374,130,46,28,02,2017
5286,בשארי סעדיה ויוסף 8,1,5.0,2,122.94,1670000,7374,130,46,10,09,2009
5291,מבצע הראל 28,2,7.0,1,212.5,5600000,5383,34,2,27,02,2017
5292,מבצע הראל 28,2,7.0,1,212.5,5150000,5383,34,2,01,08,2016
5293,מבצע הראל 28,2,7.0,1,212.5,2877000,5383,34,2,22,02,2005
5299,חומה ומגדל 19,1,6.0,7,152.3,2865000,5389,91,31,26,02,2017
5300,חומה ומגדל 19,1,6.0,7,152.3,2187000,5389,91,31,05,05,2011
5304,טופז 8,1,6.0,0,144.61,2925000,4746,59,3,23,02,2017
5305,טופז 8,1,6.0,0,144.61,2240000,4746,59,3,01,05,2011
5309,גנות צבי 4,1,5.0,6,108.0,2500000,7373,59,23,22,02,2017
5310,גנות צבי 4,1,5.0,6,108.0,1280000,7373,59,23,13,07,2009
5311,גנות צבי 4,1,5.0,6,108.0,1680000,7373,59,23,09,09,2008
5321,ליבין יוסף וריסיה 3,1,5.0,11,119.7,2840000,7374,102,38,15,02,2017
5322,ליבין יוסף וריסיה 3,1,5.0,11,119.7,1850000,7374,102,38,19,11,2009
5323,חלוצי יסוד המעלה 2,1,5.0,3,128.8,2290000,3936,278,10,15,02,2017
5324,חלוצי יסוד המעלה 2,1,5.0,3,128.8,1620000,3936,278,10,11,08,2011
5331,קרן היסוד 7,1,5.0,2,117.9,2125000,3928,874,4,12,02,2017
5332,קרן היסוד 7,1,5.0,2,117.9,1150000,3928,874,4,02,05,2007
5333,הנחשול 83,1,5.0,12,97.0,2500000,5748,4,43,09,02,2017
5334,הנחשול 83,1,5.0,12,97.0,1854000,5748,4,43,16,08,2010
5335,הנחשול 83,1,5.0,12,97.0,1636480,5748,4,43,02,06,2010
5349,לבונטין 4,1,5.0,3,132.88,1985000,3936,81,5,02,02,2017
5350,לבונטין 4,1,5.0,3,132.88,1560000,3936,81,5,10,06,2013
5351,לבונטין 4,1,5.0,3,132.88,1054000,3936,81,5,24,05,2004
5352,הכרכום 5,1,5.0,7,131.1,1950000,4242,670,26,02,02,2017
5353,הכרכום 5,1,5.0,7,131.1,1490000,4242,670,26,13,12,2010
5354,"מיש""ר 8",1,5.0,7,158.6,2400000,3946,410,27,02,02,2017
5355,"מיש""ר 8",1,5.0,7,158.6,1840000,3946,410,27,26,12,2011
5359,השומרון 26,1,6.0,0,169.07,3550000,3923,352,1,31,01,2017
5360,השומרון 26,1,6.0,0,169.07,1454000,3923,352,1,08,03,2004
5363,רמז 25,1,5.0,4,118.54,2230000,3926,1172,15,30,01,2017
5364,רמז 25,1,5.0,4,118.54,920000,3926,1172,15,11,02,2008
5376,נורדאו 52,1,5.0,4,154.64,2300000,3936,154,5,25,01,2017
5377,נורדאו 52,1,5.0,4,154.64,1580000,3936,154,5,24,02,2011
5392,יהודה הלוי 68,1,5.0,2,109.5,1825000,3930,184,4,19,01,2017
5393,יהודה הלוי 68,1,5.0,2,109.5,1090000,3930,184,4,23,08,2009
5401,אבן גבירול 5,1,5.0,0,115.1,2875000,5115,73,2,17,01,2017
5402,אבן גבירול 5,1,5.0,0,115.1,982000,5115,73,2,01,07,1998
5403,קאפח 3,3,5.0,11,139.0,2525000,5114,34,127,17,01,2017
5404,קאפח 3,3,5.0,11,139.0,1031000,5114,34,127,10,08,1998
5406,השריג 31,1,5.0,7,138.0,2350000,5039,40,84,16,01,2017
5407,השריג 31,1,5.0,7,138.0,2100000,5039,40,84,21,10,2014
5410,עולי הגרדום 69,3,6.0,3,146.57,2660000,3926,1181,6,13,01,2017
5411,עולי הגרדום 69,3,6.0,3,146.57,1675000,3926,1181,6,01,06,2009
5413,תל חי 2,1,5.0,1,129.67,1650000,3928,232,1,11,01,2017
5414,תל חי 2,1,5.0,1,129.67,932000,3928,232,1,29,10,2007
5415,תל חי 2,1,5.0,1,129.67,789000,3928,232,1,25,02,2002
5417,ויניק 35,1,5.0,2,111.1,2060000,3926,1030,4,10,01,2017
5418,ויניק 35,1,5.0,2,111.1,945000,3926,1030,4,21,06,2007
5419,הרב שלינקה יצחק 1,4,6.0,0,115.03,3000000,7373,56,1,09,01,2017
5420,הרב שלינקה יצחק 1,4,6.0,0,115.03,2100000,7373,56,1,24,03,2010
5422,בנאסרף ברוך 28,2,6.0,0,257.69,5100000,5095,52,2,09,01,2017
5423,בנאסרף ברוך 28,2,6.0,0,257.69,4900000,5095,52,2,21,05,2015
5425,חיל התותחנים 24,1,5.0,6,125.0,2780000,2717,24,28,08,01,2017
5426,חיל התותחנים 24,1,5.0,6,125.0,1800000,2717,24,28,28,04,2010
5427,חיל התותחנים 24,1,5.0,6,125.0,1283000,2717,24,28,30,05,2005
5428,הבוצרים 12,1,6.0,5,168.8,2550000,5039,48,6,05,01,2017
5429,הבוצרים 12,1,6.0,5,168.8,1385000,5039,48,6,29,03,2005
5430,מזרחי משה 1,1,5.0,4,116.2,1770000,3930,445,8,05,01,2017
5431,מזרחי משה 1,1,5.0,4,116.2,940000,3930,445,8,15,05,2008
5432,ברניצקי נתן 1,1,6.0,0,153.0,2390000,3926,832,16,05,01,2017
5433,ברניצקי נתן 1,1,6.0,0,153.0,1800000,3926,832,16,25,05,2015
5434,ברניצקי נתן 1,1,6.0,0,153.0,2220000,3926,832,16,26,02,2015
5435,ברניצקי נתן 1,1,6.0,0,153.0,1515000,3926,832,16,10,02,2015
5436,ברניצקי נתן 1,1,6.0,0,153.0,1591000,3926,832,16,09,02,2015
5437,ברניצקי נתן 1,1,6.0,0,153.0,2230000,3926,832,16,04,02,2015
5438,ז'בוטינסקי 56,1,5.0,5,108.7,2150000,3928,603,19,04,01,2017
5439,ז'בוטינסקי 56,1,5.0,5,108.7,1750000,3928,603,19,16,02,2014
5444,שרף חיים 4,1,5.0,8,131.77,2620000,6286,159,62,29,12,2016
5445,שרף חיים 4,1,5.0,8,131.77,1300000,6286,159,62,14,08,2008
5453,קפלנסקי 28,1,5.0,4,105.0,1870000,3926,675,11,22,12,2016
5454,קפלנסקי 28,1,5.0,4,105.0,1600000,3926,675,11,10,06,2014
5457,יהודה 14,1,6.0,3,158.08,2000000,3932,65,11,21,12,2016
5458,יהודה 14,1,6.0,3,158.08,1660000,3932,65,11,07,02,2011
5468,קפלנסקי 7,1,5.5,1,105.91,1715000,3926,731,3,15,12,2016
5469,קפלנסקי 7,1,5.5,1,105.91,810000,3926,731,3,30,10,2003
5470,קפלנסקי 7,1,5.5,1,105.91,851000,3926,731,3,26,04,1999
5471,היקינטון 8,1,5.0,1,107.0,1840000,5036,84,14,15,12,2016
5472,היקינטון 8,1,5.0,1,107.0,1470000,5036,84,14,06,01,2015
5483,פנינת הים 3,3,6.5,2,145.6,2850000,4746,71,4,08,12,2016
5484,פנינת הים 3,3,6.5,2,145.6,1156000,4746,71,4,04,11,2003
5487,חיל התותחנים 7,3,5.0,20,180.47,5500000,2704,55,78,07,12,2016
5488,חיל התותחנים 7,3,5.0,20,180.47,6900000,2704,55,78,02,12,2015
5489,חיל התותחנים 7,3,5.0,20,180.47,5702000,2704,55,78,03,04,2012
5491,אברבנאל 19,1,6.0,3,123.1,1830000,3930,653,12,06,12,2016
5492,אברבנאל 19,1,6.0,3,123.1,1450000,3930,653,12,13,04,2014
5493,אברבנאל 19,1,6.0,3,123.1,880000,3930,653,12,01,05,2008
5496,ההתיישבות 5,1,5.0,6,119.28,2530000,6286,398,50,05,12,2016
5497,ההתיישבות 5,1,5.0,6,119.28,1589000,6286,398,50,24,08,2010
5509,הפסנתר 8,1,5.0,6,107.7,2250000,5182,15,19,01,12,2016
5510,הפסנתר 8,1,5.0,6,107.7,1031000,5182,15,19,13,07,2004
5516,גלילי ישראל 19,1,5.0,8,122.0,3060000,3946,412,97,29,11,2016
5517,גלילי ישראל 19,1,5.0,8,122.0,2440000,3946,412,97,30,06,2016
5520,"פיק""א 28",1,5.0,1,113.82,1610000,3939,124,1,28,11,2016
5521,"פיק""א 28",1,5.0,1,113.82,872000,3939,124,1,11,07,2002
5522,ברנשטיין 25,1,5.0,5,125.6,2080000,6287,155,53,28,11,2016
5523,ברנשטיין 25,1,5.0,5,125.6,941000,6287,155,53,31,07,2005
5527,אורי צבי 5,2,6.0,0,177.4,3670000,5119,59,3,25,11,2016
5528,אורי צבי 5,2,6.0,0,177.4,1455000,5119,59,3,16,01,2002
5533,הירשפלד 5,1,5.0,1,136.0,2250000,3926,702,5,22,11,2016
5534,הירשפלד 5,1,5.0,1,136.0,2275000,3926,702,5,11,06,2015
5544,גשר 3,1,5.0,1,111.49,1980000,5387,21,3,17,11,2016
5545,גשר 3,1,5.0,1,111.49,798000,5387,21,3,28,06,2001
5546,צ'לנוב 12,1,5.0,2,115.17,1770000,3926,503,4,17,11,2016
5547,צ'לנוב 12,1,5.0,2,115.17,792000,3926,503,4,03,01,2008
5552,"רמב""ם 40",1,5.0,1,118.44,2000000,3930,636,1,16,11,2016
5553,"רמב""ם 40",1,5.0,1,118.44,1126000,3930,636,1,15,09,2009
5558,נירים 3,1,5.0,3,104.0,2160000,6286,392,14,15,11,2016
5559,נירים 3,1,5.0,3,104.0,1800000,6286,392,14,06,05,2015
5560,נירים 3,1,5.0,3,104.0,1495000,6286,392,14,28,10,2012
5577,ברנשטיין 29,1,5.0,9,153.4,2450000,6287,219,67,10,11,2016
5578,ברנשטיין 29,1,5.0,9,153.4,1229000,6287,219,67,11,08,2003
5587,"הרשב""א 13",1,5.0,6,108.43,2220000,5115,25,67,07,11,2016
5588,"הרשב""א 13",1,5.0,6,108.43,750000,5115,25,67,04,06,1998
5596,שער הגולן 10,1,5.0,1,128.0,2300000,5389,91,38,02,11,2016
5597,שער הגולן 10,1,5.0,1,128.0,1902000,5389,91,38,20,12,2011
5598,שער הגולן 10,1,5.0,1,128.0,1940000,5389,91,38,25,06,2011
5599,חיל התותחנים 7,1,5.0,3,136.27,3800000,2704,55,575,02,11,2016
5600,חיל התותחנים 7,1,5.0,3,136.27,2297000,2704,55,575,22,03,2013
5605,חיל התותחנים 7,1,5.0,19,97.81,2650000,2704,55,75,01,11,2016
5606,חיל התותחנים 7,1,5.0,19,97.81,2340000,2704,55,75,24,03,2013
5607,חיל התותחנים 7,1,5.0,19,97.81,1630000,2704,55,75,28,07,2011
5608,חיל התותחנים 7,1,5.0,19,97.81,1400000,2704,55,75,05,07,2011
5612,הקוקיה 32,1,5.0,6,125.25,2070000,6287,154,56,31,10,2016
5613,הקוקיה 32,1,5.0,6,125.25,1520000,6287,154,56,22,03,2010
5616,אופירה 17,2,5.0,0,233.0,3600000,5385,116,1,30,10,2016
5617,אופירה 17,2,5.0,0,233.0,1739000,5385,116,1,10,10,1998
5622,יהודה לייב 5,1,5.0,3,102.7,1690000,3933,200,5,26,10,2016
5623,יהודה לייב 5,1,5.0,3,102.7,1040000,3933,200,5,04,09,2008
5628,מבצע משה 50,3,5.0,17,135.7,2875000,5748,13,66,18,10,2016
5629,מבצע משה 50,3,5.0,17,135.7,2340000,5748,13,66,25,12,2013
5630,מעגל השלום 29,1,5.0,6,111.0,2590000,5096,2,21,14,10,2016
5631,מעגל השלום 29,1,5.0,6,111.0,1851000,5096,2,21,11,09,2003
5633,התזמורת 28,1,6.0,6,146.0,2700000,5182,19,21,10,10,2016
5634,התזמורת 28,1,6.0,6,146.0,1140000,5182,19,21,01,03,2000
5635,התזמורת 28,1,6.0,6,146.0,764000,5182,19,21,19,12,1999
5639,הקוקיה 13,3,6.0,6,160.07,2250000,6287,284,24,09,10,2016
5640,הקוקיה 13,3,6.0,6,160.07,1255000,6287,284,24,11,02,2001
5641,חיל התותחנים 7,1,5.0,20,180.47,4457000,2704,55,79,09,10,2016
5642,חיל התותחנים 7,1,5.0,20,180.47,5529000,2704,55,79,05,02,2012
5643,חיל התותחנים 7,1,5.0,20,180.47,3750000,2704,55,79,04,08,2011
5650,השומר 16,1,5.0,7,116.4,1845000,3930,572,72,06,10,2016
5651,השומר 16,1,5.0,7,116.4,819000,3930,572,72,15,04,1998
5652,הכובש 1,1,5.0,5,97.47,1750000,3929,278,13,05,10,2016
5653,הכובש 1,1,5.0,5,97.47,772000,3929,278,13,27,06,2007
5656,התזמורת 14,1,6.0,6,134.3,2675000,5182,21,45,29,09,2016
5657,התזמורת 14,1,6.0,6,134.3,1550000,5182,21,45,26,02,2009
5658,ההתיישבות 53,1,5.0,5,111.61,2300000,6286,324,15,29,09,2016
5659,ההתיישבות 53,1,5.0,5,111.61,1410000,6286,324,15,29,04,2010
5661,בולטימור דוד 24,1,5.0,0,312.73,3665000,5095,17,2,28,09,2016
5662,גולדה מאיר 11,1,5.0,5,104.25,2290000,3946,328,19,28,09,2016
5663,גולדה מאיר 11,1,5.0,5,104.25,2050000,3946,328,19,21,07,2013
5664,גולדה מאיר 11,1,5.0,5,104.25,1467000,3946,328,19,03,03,2008
5671,גורדון 2,1,5.0,5,133.8,2195000,3945,500,13,27,09,2016
5672,גורדון 2,1,5.0,5,133.8,1085000,3945,500,13,13,11,2003
5673,"מיש""ר 2",1,5.0,0,109.1,2385000,3946,409,2,27,09,2016
5674,"מיש""ר 2",1,5.0,0,109.1,1938000,3946,409,2,28,07,2013
5681,הרותם 3,1,5.0,2,120.0,1880000,5036,32,36,23,09,2016
5682,הרותם 3,1,5.0,2,120.0,1340000,5036,32,36,25,06,2013
5688,"ריב""ל 14",1,5.0,11,155.1,2860000,5114,36,134,20,09,2016
5689,"ריב""ל 14",1,5.0,11,155.1,1326000,5114,36,134,04,05,2006
5690,"ריב""ל 14",1,5.0,11,155.1,1110000,5114,36,134,04,11,1998
5691,"ריב""ל 14",1,5.0,9,105.0,2290000,5114,36,125,20,09,2016
5692,"ריב""ל 14",1,5.0,9,105.0,1600000,5114,36,125,28,10,2010
5693,"ריב""ל 14",1,5.0,9,105.0,1000000,5114,36,125,20,12,2004
5694,"הרשב""א 10",1,5.5,7,119.0,2290000,5115,30,67,20,09,2016
5695,"הרשב""א 10",1,5.5,7,119.0,1146000,5115,30,67,24,05,2005
5715,אושה 8,1,5.0,1,109.0,1065000,5387,74,12,12,09,2016
5716,אושה 8,1,5.0,1,109.0,1700000,5387,74,12,11,01,2012
5717,אושה 8,1,5.0,1,109.0,908000,5387,74,12,26,05,1999
5725,"רמב""ם 17",1,5.0,3,110.86,1850000,3930,38,5,07,09,2016
5726,"רמב""ם 17",1,5.0,3,110.86,708000,3930,38,5,10,01,2005
5727,גלוסקין 36,1,5.0,5,119.97,2240000,3936,28,9,07,09,2016
5728,גלוסקין 36,1,5.0,5,119.97,1380000,3936,28,9,20,12,2009
5732,עליזה בגין 8,1,5.0,1,121.0,2350000,3927,360,3,06,09,2016
5733,עליזה בגין 8,1,5.0,1,121.0,1170000,3927,360,3,30,09,2003
5737,נירים 3,1,5.0,6,120.0,3100000,6286,392,21,04,09,2016
5738,נירים 3,1,5.0,6,120.0,1600000,6286,392,21,22,12,2012
5740,אבן חן 2,1,5.5,12,115.48,2540000,4746,32,123,01,09,2016
5741,אבן חן 2,1,5.5,12,115.48,1530000,4746,32,123,30,06,2008
5743,הרבי מלובביץ 22,4,5.0,0,117.28,2200000,5116,3,2,31,08,2016
